rule_id,pattern,evidence,n_covered,rule_support_count,rule_support_ratio,target_coverage,confidence,lift,growth_rate,growth_rate_status,covered_trajectory_ids
R00044,"When Acceleration Dynamics is unusual relative to Spatial Reach and Route and Speed Dynamics is unusual relative to Curvature Geometry, Acceleration Dynamics is also unusual relative to Curvature Geometry.",36 of 40 matching trajectories (90.0%) also showed this outcome; this is 7.2× its overall rate.,40,36,0.013392857142857142,0.10714285714285714,0.9,7.2,63.0,finite,10;56;173;306;421;454;477;516;704;738;911;972;1148;1151;1180;1186;1258;1263;1276;1277;1353;1529;1663;1670;1749;1850;1854;1880;1897;2299;2303;2323;2354;2386;2477;2495;2498;2534;2645;2688
R00045,"When Acceleration Dynamics is unusual relative to Speed Dynamics and Temporal Sequential Context is unusual relative to Turning Dynamics, Temporal Sequential Context is also unusual relative to Speed Dynamics.",35 of 39 matching trajectories (89.7%) also showed this outcome; this is 9.0× its overall rate.,39,35,0.013020833333333334,0.13011152416356878,0.8974358974358975,8.967686588504431,78.68494423791822,finite,64;80;97;199;246;261;272;284;366;368;376;377;462;661;753;869;901;929;1326;1352;1357;1358;1363;1669;1986;2070;2232;2242;2244;2329;2360;2380;2449;2460;2509;2540;2575;2627;2686
R00046,"When Acceleration Dynamics is unusual relative to Curvature Geometry and Speed Dynamics is unusual relative to Spatial Reach and Route, Acceleration Dynamics is also unusual relative to Spatial Reach and Route.",35 of 39 matching trajectories (89.7%) also showed this outcome; this is 8.2× its overall rate.,39,35,0.013020833333333334,0.11864406779661017,0.8974358974358975,8.177314211212517,70.97881355932203,finite,56;173;306;421;454;477;516;647;704;738;840;911;972;1031;1148;1151;1186;1276;1277;1307;1353;1457;1529;1663;1670;1749;1751;1811;1854;1880;1897;2104;2299;2323;2354;2477;2495;2498;2645
R00047,"When Acceleration Dynamics is unusual relative to Curvature Geometry and Speed Dynamics is unusual relative to Spatial Reach and Route, Speed Dynamics is also unusual relative to Curvature Geometry.",35 of 39 matching trajectories (89.7%) also showed this outcome; this is 7.1× its overall rate.,39,35,0.013020833333333334,0.10324483775811209,0.8974358974358975,7.115951894712957,60.63053097345133,finite,56;173;306;421;454;477;516;647;704;738;840;911;972;1031;1148;1151;1186;1276;1277;1307;1353;1457;1529;1663;1670;1749;1751;1811;1854;1880;1897;2104;2299;2323;2354;2477;2495;2498;2645
R00048,"When Acceleration Dynamics is unusual relative to Curvature Geometry and Turning Dynamics is unusual relative to Temporal Sequential Context, Acceleration Dynamics is also unusual relative to Temporal Sequential Context.",26 of 29 matching trajectories (89.7%) also showed this outcome; this is 11.3× its overall rate.,29,26,0.009672619047619048,0.12206572769953052,0.896551724137931,11.314230208839243,100.70422535211267,finite,105;121;489;629;660;678;958;1019;1118;1165;1304;1457;1533;1649;1652;1676;1690;1691;1759;1764;1798;1854;1897;1915;2006;2180;2199;2386;2427
R00049,"When Acceleration Dynamics is unusual relative to Turning Dynamics and Temporal Sequential Context is unusual relative to Spatial Reach and Route, Acceleration Dynamics is also unusual relative to Spatial Reach and Route.",26 of 29 matching trajectories (89.7%) also showed this outcome; this is 8.2× its overall rate.,29,26,0.009672619047619048,0.08813559322033898,0.896551724137931,8.169257744009352,70.30282485875706,finite,27;106;130;337;361;377;661;671;1032;1127;1277;1326;1350;1467;1529;1663;1669;1749;1813;2007;2070;2215;2244;2301;2329;2349;2495;2520;2647
R00050,"When Acceleration Dynamics is unusual relative to Curvature Geometry and Turning Dynamics is unusual relative to Temporal Sequential Context, Turning Dynamics is also unusual relative to Curvature Geometry.",26 of 29 matching trajectories (89.7%) also showed this outcome; this is 7.5× its overall rate.,29,26,0.009672619047619048,0.0804953560371517,0.896551724137931,7.4610867940642684,63.45717234262126,finite,105;121;489;629;660;678;958;1019;1118;1165;1304;1457;1533;1649;1652;1676;1690;1691;1759;1764;1798;1854;1897;1915;2006;2180;2199;2386;2427
R00051,"When Acceleration Dynamics is unusual relative to Curvature Geometry and Temporal Sequential Context is unusual relative to Spatial Reach and Route, Temporal Sequential Context is also unusual relative to Curvature Geometry.",42 of 47 matching trajectories (89.4%) also showed this outcome; this is 7.5× its overall rate.,47,42,0.015625,0.13166144200626959,0.8936170212765957,7.529913959847929,62.38119122257052,finite,56;106;306;337;377;462;516;605;646;704;760;797;835;972;1051;1127;1130;1151;1277;1326;1350;1529;1568;1625;1633;1663;1670;1711;1749;1811;1880;2054;2070;2215;2244;2303;2354;2363;2462;2495;2498;2520;2635;2647;2671;2674;2688
R00052,"When Acceleration Dynamics is unusual relative to Temporal Sequential Context and Speed Dynamics is unusual relative to Turning Dynamics, Acceleration Dynamics is also unusual relative to Turning Dynamics.",25 of 28 matching trajectories (89.3%) also showed this outcome; this is 8.3× its overall rate.,28,25,0.009300595238095238,0.08620689655172414,0.8928571428571429,8.275862068965518,68.9080459770115,finite,173;174;421;427;477;757;936;987;1011;1210;1307;1331;1334;1692;1805;2049;2091;2116;2213;2299;2313;2346;2347;2496;2560;2562;2636;2645
R00053,"When Acceleration Dynamics is unusual relative to Turning Dynamics and Temporal Sequential Context is unusual relative to Speed Dynamics, Acceleration Dynamics is also unusual relative to Speed Dynamics.",33 of 37 matching trajectories (89.2%) also showed this outcome; this is 8.8× its overall rate.,37,33,0.012276785714285714,0.12087912087912088,0.8918918918918919,8.781704781704782,72.98076923076923,finite,63;64;80;97;130;261;281;284;342;366;377;661;869;929;1039;1049;1132;1302;1326;1352;1358;1363;1604;1669;1703;1732;1986;2070;2215;2232;2244;2329;2360;2380;2449;2540;2627
R00054,"When Temporal Sequential Context is unusual relative to Curvature Geometry and Spatial Reach and Route is unusual relative to Turning Dynamics, Temporal Sequential Context is also unusual relative to Turning Dynamics.",33 of 37 matching trajectories (89.2%) also showed this outcome; this is 8.4× its overall rate.,37,33,0.012276785714285714,0.11619718309859155,0.8918918918918919,8.441568328892272,69.83450704225352,finite,53;76;92;168;181;253;284;571;608;713;751;752;997;1125;1132;1138;1142;1215;1257;1284;1302;1378;1413;1505;1508;1558;1592;1722;1902;1988;1999;2312;2355;2449;2540;2575;2627
R00055,"When Curvature Geometry is unusual relative to Spatial Reach and Route and Speed Dynamics is unusual relative to Temporal Sequential Context, Speed Dynamics is also unusual relative to Spatial Reach and Route.",33 of 37 matching trajectories (89.2%) also showed this outcome; this is 8.1× its overall rate.,37,33,0.012276785714285714,0.11186440677966102,0.8918918918918919,8.126797984425103,66.9228813559322,finite,240;291;340;343;347;386;408;409;460;536;627;677;750;985;1018;1021;1084;1251;1421;1428;1510;1534;1639;1673;1792;1802;1824;1994;2008;2225;2277;2359;2450;2503;2569;2618;2670
R00056,"When Spatial Reach and Route is unusual relative to Acceleration Dynamics and Turning Dynamics is unusual relative to Speed Dynamics, Turning Dynamics is also unusual relative to Acceleration Dynamics.",33 of 37 matching trajectories (89.2%) also showed this outcome; this is 8.0× its overall rate.,37,33,0.012276785714285714,0.11073825503355705,0.8918918918918919,8.044984581897333,66.16610738255034,finite,44;131;269;406;444;509;583;650;655;663;794;807;988;1069;1091;1153;1162;1287;1342;1476;1572;1614;1635;1689;1734;1820;1835;1952;1962;2009;2088;2200;2332;2434;2604;2606;2650
R00057,"When Curvature Geometry is unusual relative to Spatial Reach and Route and Speed Dynamics is unusual relative to Temporal Sequential Context, Curvature Geometry is also unusual relative to Temporal Sequential Context.",33 of 37 matching trajectories (89.2%) also showed this outcome; this is 7.6× its overall rate.,37,33,0.012276785714285714,0.10509554140127389,0.8918918918918919,7.635049061800654,62.37420382165606,finite,240;291;340;343;347;386;408;409;460;536;627;677;750;985;1018;1021;1084;1251;1421;1428;1510;1534;1639;1673;1792;1802;1824;1994;2008;2225;2277;2359;2450;2503;2569;2618;2670
R00058,"When Turning Dynamics is unusual relative to Curvature Geometry and Speed Dynamics is unusual relative to Spatial Reach and Route, Turning Dynamics is also unusual relative to Spatial Reach and Route.",33 of 37 matching trajectories (89.2%) also showed this outcome; this is 7.2× its overall rate.,37,33,0.012276785714285714,0.09939759036144578,0.8918918918918919,7.22110061869098,58.545180722891565,finite,56;74;141;306;365;397;461;516;604;624;887;889;893;972;1151;1225;1290;1311;1411;1457;1488;1542;1670;1750;1754;1811;1854;1880;1897;1907;1918;2013;2323;2498;2506;2543;2613
R00059,"When Acceleration Dynamics is unusual relative to Speed Dynamics and Curvature Geometry is unusual relative to Turning Dynamics, Acceleration Dynamics is also unusual relative to Turning Dynamics.",24 of 27 matching trajectories (88.9%) also showed this outcome; this is 8.2× its overall rate.,27,24,0.008928571428571428,0.08275862068965517,0.8888888888888888,8.239080459770115,66.15172413793104,finite,64;97;100;130;216;342;513;517;732;901;902;929;1042;1074;1128;1223;1358;1570;1589;1604;1669;2053;2182;2246;2264;2380;2681
R00060,"When Curvature Geometry is unusual relative to Acceleration Dynamics and Speed Dynamics is unusual relative to Turning Dynamics, Curvature Geometry is also unusual relative to Turning Dynamics.",32 of 36 matching trajectories (88.9%) also showed this outcome; this is 7.7× its overall rate.,36,32,0.011904761904761904,0.1032258064516129,0.8888888888888888,7.70752688172043,61.36774193548387,finite,12;195;277;405;415;669;702;726;820;891;892;898;985;1023;1199;1251;1275;1340;1419;1475;1483;1630;1636;1639;1688;1721;1726;1746;1831;1877;1941;1950;2077;2137;2391;2633
R00061,"When Curvature Geometry is unusual relative to Acceleration Dynamics and Temporal Sequential Context is unusual relative to Turning Dynamics, Curvature Geometry is also unusual relative to Turning Dynamics.",24 of 27 matching trajectories (88.9%) also showed this outcome; this is 7.7× its overall rate.,27,24,0.008928571428571428,0.07741935483870968,0.8888888888888888,7.70752688172043,61.36774193548387,finite,147;195;482;700;892;898;1102;1273;1475;1527;1630;1636;1721;1731;1822;1831;1877;1941;1950;1978;2023;2037;2048;2071;2197;2413;2633
R00062,"When Spatial Reach and Route is unusual relative to Acceleration Dynamics and Temporal Sequential Context is unusual relative to Turning Dynamics, Spatial Reach and Route is also unusual relative to Turning Dynamics.",24 of 27 matching trajectories (88.9%) also showed this outcome; this is 7.7× its overall rate.,27,24,0.008928571428571428,0.07717041800643087,0.8888888888888888,7.682743837084672,61.14469453376206,finite,14;43;92;195;314;608;751;1135;1284;1285;1413;1592;1731;1822;1860;1950;1988;2037;2046;2048;2071;2197;2284;2291;2351;2466;2633
R00063,"When Curvature Geometry is unusual relative to Temporal Sequential Context and Turning Dynamics is unusual relative to Spatial Reach and Route, Curvature Geometry is also unusual relative to Spatial Reach and Route.",47 of 53 matching trajectories (88.7%) also showed this outcome; this is 7.4× its overall rate.,53,47,0.017485119047619048,0.14641744548286603,0.8867924528301887,7.425850819961206,57.76168224299065,finite,24;29;110;162;240;244;260;291;343;398;408;409;443;447;481;586;735;754;845;888;906;959;974;1018;1084;1123;1150;1221;1396;1453;1534;1577;1595;1611;1627;1802;1819;1824;2099;2144;2170;2225;2282;2307;2322;2389;2442;2476;2487;2594;2614;2618;2646
R00064,"When Curvature Geometry is unusual relative to Acceleration Dynamics and Spatial Reach and Route is unusual relative to Turning Dynamics, Curvature Geometry is also unusual relative to Turning Dynamics.",39 of 44 matching trajectories (88.6%) also showed this outcome; this is 7.7× its overall rate.,44,39,0.014508928571428572,0.12580645161290321,0.8863636363636364,7.685630498533723,59.83354838709677,finite,12;70;84;144;156;195;277;348;393;405;592;699;702;726;800;891;892;898;939;950;1023;1141;1176;1199;1281;1297;1340;1475;1630;1695;1726;1731;1746;1822;1950;2010;2037;2048;2096;2164;2289;2390;2391;2633
R00065,"When Speed Dynamics is unusual relative to Acceleration Dynamics and Temporal Sequential Context is unusual relative to Turning Dynamics, Temporal Sequential Context is also unusual relative to Acceleration Dynamics.",23 of 26 matching trajectories (88.5%) also showed this outcome; this is 9.4× its overall rate.,26,23,0.00855654761904762,0.09055118110236221,0.8846153846153846,9.36159903089037,73.46719160104988,finite,195;608;711;737;874;892;1135;1139;1274;1284;1347;1413;1451;1531;1561;1636;1701;1721;1831;1860;1877;1941;2197;2351;2492;2633
R00066,"When Acceleration Dynamics is unusual relative to Temporal Sequential Context and Curvature Geometry is unusual relative to Speed Dynamics, Curvature Geometry is also unusual relative to Temporal Sequential Context.",23 of 26 matching trajectories (88.5%) also showed this outcome; this is 7.6× its overall rate.,26,23,0.00855654761904762,0.0732484076433121,0.8846153846153846,7.572758451739343,57.96390658174098,finite,15;100;110;244;270;341;517;692;732;754;845;888;902;1123;1223;1266;1420;1589;1623;1760;2038;2246;2282;2487;2515;2646
R00067,"When Acceleration Dynamics is unusual relative to Temporal Sequential Context and Turning Dynamics is unusual relative to Curvature Geometry, Acceleration Dynamics is also unusual relative to Curvature Geometry.",23 of 26 matching trajectories (88.5%) also showed this outcome; this is 7.1× its overall rate.,26,23,0.00855654761904762,0.06845238095238096,0.8846153846153846,7.076923076923077,53.66666666666668,finite,105;121;487;629;660;678;1016;1118;1165;1457;1533;1649;1652;1676;1690;1691;1759;1764;1798;1854;1915;2006;2025;2180;2199;2386
R00068,"When Speed Dynamics is unusual relative to Acceleration Dynamics and Spatial Reach and Route is unusual relative to Turning Dynamics, Speed Dynamics is also unusual relative to Turning Dynamics.",30 of 34 matching trajectories (88.2%) also showed this outcome; this is 7.9× its overall rate.,34,30,0.011160714285714286,0.09966777408637874,0.8823529411764706,7.8796169630642945,59.47674418604651,finite,12;58;116;195;277;405;538;608;699;726;791;892;950;955;1023;1135;1199;1257;1284;1338;1413;1582;1647;1726;1752;1859;2019;2057;2234;2345;2351;2372;2391;2633
R00069,"When Acceleration Dynamics is unusual relative to Speed Dynamics and Curvature Geometry is unusual relative to Spatial Reach and Route, Curvature Geometry is also unusual relative to Speed Dynamics.",30 of 34 matching trajectories (88.2%) also showed this outcome; this is 7.2× its overall rate.,34,30,0.011160714285714286,0.0911854103343465,0.8823529411764706,7.2090112640801,53.77659574468085,finite,101;110;128;130;204;341;517;732;735;787;826;845;902;1123;1221;1420;1486;1517;1589;1618;1634;1669;1760;1765;1849;1939;2038;2110;2182;2246;2282;2487;2640;2646
R00070,"When Turning Dynamics is unusual relative to Acceleration Dynamics and Speed Dynamics is unusual relative to Curvature Geometry, Turning Dynamics is also unusual relative to Curvature Geometry.",37 of 42 matching trajectories (88.1%) also showed this outcome; this is 7.3× its overall rate.,42,37,0.013764880952380952,0.11455108359133127,0.8809523809523809,7.331269349845201,54.18266253869969,finite,252;453;461;624;635;690;729;790;837;886;889;945;1090;1131;1290;1305;1315;1354;1368;1411;1446;1549;1624;1626;1631;1750;1754;1809;1851;1907;1968;1976;2013;2183;2377;2406;2445;2505;2506;2543;2554;2613
